"Espacenet";"";"";"";"";"";"";"";"";
"Recherche de brevets";"";"";"";"";"";"";"";"";
"1 résultat trouvé pour plastic recycling AND traceability";"";"";"";"";"";"";"";"";
"Résultats affichés : 1 à 500";"";"";"";"";"";"";"";"";
"Langue de la requête: en / de / fr";"";"";"";"";"";"";"";"";
"Trier par: Pertinence";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Titre";"Inventeurs";"Demandeurs";"Numéro de publication";"Priorité la plus ancienne";"CIB";"CPC";"Date de publication";"Publication la plus ancienne";"Numéro de famille";
"59";"TRACEABILITY MANAGEMENT DEVICE, TRACEABILITY MANAGEMENT METHOD, AND TRACEABILITY MANAGEMENT PROGRAM";"MATSUZAKI ASUKA 
HIRASAWA SATOSHI 
ZHANG ZHENYI 
SATO HIROKI";"JEMS INC";"JP2023103536A";"2022-01-14";"G06Q50/10";"Y02P90/30 (EP)";"2023-07-27";"2023-07-27";"087378258";
"60";"A networked household waste plastic bag treatment method and system";"QI YUQING 
QIAO DONGMING";"XIAN HUIBO XIZHAO INFORMATION TECH CO LTD";"CN109559047A";"2018-12-02";"G06Q10/06 
G06Q50/26";"G06Q10/06313 (CN) 
G06Q50/26 (CN)";"2019-04-02";"2019-04-02";"065868473";
"61";"Method and system for recycling recyclable catering utensils based on intelligent recycling device";"LI JUNMIAN 
ZHOU HUSHUN";"GUANGZHOU GELI NETWORK TECH CO LTD";"CN109979112A 
CN109979112B";"2019-03-28";"G07F17/00";"G07F17/0042 (CN) 
Y02W90/00 (EP)";"2019-07-05 
2022-12-30";"2019-07-05";"067081151";
"62";"Anti-counterfeiting traceability label";"GAO QINGLI";"BEIJING HUANWANG RUITONG SOFTWARE CO LTD";"CN110706581A 
CN110706581B";"2019-09-17";"G09F3/02 
G09F3/03";"G09F3/0288 (CN) 
G09F3/03 (CN) 
G09F2003/0257 (CN)";"2020-01-17 
2021-08-17";"2020-01-17";"069194943";
"63";"Plastic recovery tracking method and system, program product and storage medium";"XIONG LULU 
WU BINHAI 
LU TIAN";"SHANGHAI DAJUE PACKAGING PRODUCTS CO LTD";"CN119477294A";"2024-12-04";"G06F16/29 
G06F18/241 
G06N5/04 
G06Q10/30 
G06Q30/018";"G06F16/29 (CN) 
G06F18/241 (CN) 
G06N5/041 (CN) 
G06Q10/30 (CN) 
G06Q30/018 (CN)";"2025-02-18";"2025-02-18";"094590546";
"64";"Anti-fake traceability interlink cover";"LUO ZHENQING 
ZHENG CHANGSHENG 
ZHOU YANGHAO";"JIANGSU OBEBO PACKAGING TECH CO LTD";"CN224090787U";"2025-05-26";"B65D49/12 
B65D51/18 
B65D51/24 
B65D55/02 
G06K19/06";"Y02W30/80 (EP)";"2026-04-07";"2026-04-07";"099302243";
"65";"Plastic/thermoplastic elastomer regenerated coarse particle capable of being used for modification or direct use and preparation method of plastic/thermoplastic elastomer regenerated coarse particle";"TANG YUHAO 
TANG HONGWEI 
CHEN HUIHONG 
HU JIAQING";"TANG YUHAO 
CHEN HUIHONG 
HU JIAQING";"CN115431429A";"2021-06-04";"B09B101/75 
B09B3/35 
B09B3/80 
B29B17/02 
B29B17/04 
B29B9/06";"B09B3/00 (CN) 
B29B17/02 (CN) 
B29B17/0412 (CN) 
B29B9/06 (CN) 
B29B9/12 (CN) 
C08L1/02 (CN) 
C08L101/00 (CN) 
C08L23/06 (CN) 
C08L23/12 (CN) 
C08L25/06 (CN) 
C08L27/06 (CN) 
C08L55/02 (CN) 
C08L67/02 (CN) 
C08L69/00 (CN) 
C08L77/00 (CN) 
B29B2017/0241 (CN) 
B29K2511/14 (CN)";"2022-12-06";"2022-12-06";"084239835";
"66";"Degradable meal box recycling method";"SHAO FEI 
LIAO HONGQIANG 
YIN CHUAN 
ZHANG BINGBING 
PANG JUNFENG";"ANHUI SHANGJIA ENVIRONMENTAL PROTECTION TECH CO LTD";"CN121716229A";"2026-01-14";"B02C19/18 
B29B17/02 
B29B17/04";"Y02W30/62 (EP)";"2026-03-24";"2026-03-24";"099109811";
"67";"Elaboration process of an ecological brick with localizer chip and product obtained. (Machine-translation by Google Translate, not legally binding)";"SAN MIGUEL PEREIRA MARIA JOSEF [ES] 
SAN MIGUEL PEREIRA MARIA JOSEFA [ES]";"SAN MIGUEL PEREIRA MARIA JOSEF [ES]";"ES2304298A1 
ES2304298B1";"2006-10-31";"B28C3/00 
C04B28/00 
E04C2/16";"B28C3/00 (ES) 
C04B28/001 (ES) 
E04C2/16 (ES)";"2008-10-01 
2009-07-28";"2008-10-01";"039758538";
"68";"INFORMATION GENERATION METHOD AND INFORMATION GENERATION APPARATUS";"HIRAKI TOSHIHIRO";"MITSUBISHI CHEM CORP";"JP2024065662A";"2022-10-31";"G06Q50/04";"";"2024-05-15";"2024-05-15";"091064349";
"69";"RECYCLING SYSTEM AND PROCESS USING SUBCRITICAL AND/OR SUPERCRITICAL WATER";"BOULIER PAUL [US]";"SEAUCIEL LLC [US]";"US2023303797A1";"2020-11-20";"C08J11/06";"B29B17/02 (US) 
B29C48/022 (US) 
B29C48/06 (US) 
C08J11/06 (EP,US) 
C10G1/10 (EP) 
C08J2323/04 (EP) 
C08J2323/08 (EP,US) 
C08J2323/10 (EP,US) 
C08J2367/00 (EP) 
C08J2367/02 (US) 
C08J2377/00 (EP,US) 
Y02W30/62 (EP)";"2023-09-28";"2022-05-27";"079024240";
"70";"Hidden raceability device and method thereof";"TIAN CHUAN 
YIN ZUWEI 
LI XIN";"BEIJING HC INNOVATION TECH CO LTD";"CN110175668A";"2019-06-03";"G06K19/077";"G06K19/07758 (CN)";"2019-08-27";"2019-08-27";"067697878";
"71";"PACKAGE TRACEABILITY SYSTEM";"YAMASHITA JUNICHIRO 
UENO KYOKO 
KURUSHIMA NAOTAKE 
AOKI TAKUMI 
KIKUKAWA ATSUKO";"DAINIPPON PRINTING CO LTD";"JP2021131620A";"2020-02-18";"G06Q10/06 
G06Q50/10";"";"2021-09-09";"2021-09-09";"077550962";
"72";"Recycled plastic bottle sorting device and sorting system";"CAO WEIDONG 
XU YANFENG";"TAICHU HUANSU TECH ZHEJIANG CO LTD";"CN113909156A";"2021-10-25";"B07C5/342";"B07C5/342 (CN)";"2022-01-11";"2022-01-11";"079242627";
"73";"Collection method of transparent special bag for household hazardous waste sorting and packaging";"YI BO 
ZHANG XIAOMING";"SICHUAN 9HELLO TECH CO LTD";"CN110834838A";"2019-12-05";"B65F1/00 
B65F1/14";"B65F1/0006 (CN) 
B65F1/14 (CN) 
Y02W30/10 (EP)";"2020-02-25";"2020-02-25";"069578151";
"74";"Full-Loop Method, Process and System for Enhancing Customer Convenience in Tandem with Increasing the Infrastructure of Recycling through Increasing Recycling of Single-Use Plastic Cups";"COGHLAN ROBERT [US]";"COGHLAN ROBERT [US]";"US2025307786A1";"2024-08-02";"B29B17/00 
G06Q10/30";"B29B17/00 (EP,US) 
G06Q10/30 (EP,US) 
B29B2017/0089 (EP,US)";"2025-10-02";"2025-10-02";"097176733";
"75";"PROCÉDÉ ET APPAREIL DE VÉRIFICATION, DE CATÉGORISATION ET DE PRÉPARATION AU RECYCLAGE DE BATTERIES LITHIUM-ION";"RUFF YUNUS [CH] 
GROUX OLIVIER [CH] 
FLASCHENTRÄGER DAVID [CH]";"KYBURZ SWITZERLAND AG [CH]";"WO2025083066A2 
WO2025083066A3";"2023-10-16";"H02J7/00 
G01R31/396 
H01M10/48 
H02J3/32 
H02J7/34";"G01R31/396 (EP) 
H01M10/0525 (EP) 
H01M10/4207 (EP) 
H01M10/441 (EP) 
H01M10/482 (EP) 
H01M10/54 (EP) 
H02J3/32 (EP) 
H02J7/342 (EP) 
H02J7/50 (EP) 
H02J7/84 (EP) 
H02J7/875 (EP) 
H02J7/933 (EP)";"2025-04-24 
2025-06-12";"2025-04-24";"089977737";
"76";"TRACEABILITY ANALYSIS DEVICE, TRACEABILITY ANALYSIS METHOD, AND METHOD FOR MANUFACTURING INJECTION-MOLDED PRODUCT";"KANAI YASUHITO 
ANEGAWA KENTA 
TSUBOI TATSUYA 
FUCHII MASASHI";"SEIKO EPSON CORP";"JP2025112781A";"2024-01-22";"B29B17/00 
B29C45/00 
G01N21/3563";"";"2025-08-01";"2025-08-01";"096549376";
"77";"Agricultural mulching film recycling system based on multi-source data evaluation";"CHEN HONGSEN 
CAO WENBO 
YANG CHUNXI 
JIANG WEI";"GUANGDONG SHENGKE ENVIRONMENTAL PROTECTION TECH CO LTD";"CN121616279A";"2026-01-30";"G01D21/02 
G06F17/10 
G06F18/213 
G06F18/24 
G06F18/241 
G06F18/25 
G06F18/26 
G06N3/045 
G06N3/0499 
G06Q10/30 
G06V10/26 
G06V20/13";"G01D21/02 (CN) 
G06F17/10 (CN) 
G06F18/213 (CN) 
G06F18/241 (CN) 
G06F18/24765 (CN) 
G06F18/253 (CN) 
G06F18/26 (CN) 
G06N3/045 (CN) 
G06N3/0499 (CN) 
G06Q10/30 (CN) 
G06V10/267 (CN) 
G06V20/13 (CN)";"2026-03-06";"2026-03-06";"098925431";
"78";"SYSTÈME QUI FOURNIT DES SOLUTIONS EN ÉTABLISSANT DES PONTS INVISIBLES DANS DES OBJETS/ÉLÉMENTS PHYSIQUES AU MOYEN D'UNE TECHNIQUE DE MARQUAGE AU LASER";"DEMİR SERRA [TR] 
KAYALAR METE [TR]";"COSMODOT INC [US]";"WO2022263920A1";"2021-06-17";"G06N3/08 
H04N1/32";"G06N3/0464 (EP) 
H04N1/32144 (EP) 
G06N3/08 (EP)";"2022-12-22";"2022-12-22";"084527200";
"79";"MOLECULAR ENCODING OF RECYCLING INFORMATION";"CHEN YUAN-JYUE [US] 
NGUYEN BICHLIEN HOANG [US] 
SMITH JAKE ALLEN [US] 
STRAUSS KARIN [US] 
CHANDRA RANVEER [US]";"MICROSOFT TECHNOLOGY LICENSING LLC [US]";"US12502808B2 
US2024075655A1";"2022-09-07";"B29B17/02 
B29B17/04 
C08J11/06 
B29K23/00 
B29K67/00";"B29B17/0042 (EP) 
B29B17/02 (EP,US) 
B29B17/0412 (US) 
C08J11/06 (US) 
G06Q10/30 (EP) 
B29B2017/0203 (US) 
B29B2017/0282 (EP,US) 
B29K2023/065 (US) 
B29K2067/003 (US) 
C08J2367/02 (US) 
Y02W30/62 (EP)";"2024-03-07 
2025-12-23";"2024-03-07";"087760501";
"80";"SUIVI DE MATÉRIAU ET SUIVI DE LOT";"SCHNEIDER HORST [AT] 
WYKOPAL PETRA [AT] 
VOIGT BJÖRN [SE] 
KUFNER ANDREAS [AT] 
EK ANDERS [SE] 
SPUDIL PETER [AT] 
STROSS ARNO [DE] 
STUCHLY BIANCA [AT] 
PREYER JOSEF [AT] 
SCHAFFELD JULIA [DE] 
EDEN MIKAEL [SE] 
KLENPER GYOERGY [AT] 
GSELLMANN GÜNTER [AT] 
UNGER CHRISTIAN [AT]";"BOREALIS AG [AT]";"EP4567694A1";"2023-12-08";"B29B17/02 
G06F16/23 
G06F16/24 
G06Q10/08 
G06Q10/0832 
G06Q10/30 
H04L67/12";"B29B17/02 (EP) 
G06Q10/06395 (EP) 
G06Q10/08 (EP) 
G06Q10/30 (EP) 
G06Q30/018 (EP) 
H04L67/12 (EP) 
B29B2017/0089 (EP) 
B29B2017/0203 (EP) 
B29B2017/0282 (EP) 
H04L67/10 (EP)";"2025-06-11";"2025-06-11";"089164579";
"81";"Waste paper traceability method and waste paper traceability system based on two-dimensional code";"SUN TAO";"TIANJIN HEHUO ENERGY SAVING TECH CO LTD";"CN109784953A";"2019-01-31";"G06K17/00 
G06Q30/00";"";"2019-05-21";"2019-05-21";"066503909";
"82";"Quality control and tracing method in compliance distribution process of medical supplies";"WANG XINHUA";"WANG XINHUA";"CN110135676A 
CN110135676B";"2019-03-19";"G06K17/00 
G06Q10/06 
G06Q10/08 
G06Q30/00";"G06K17/0022 (CN) 
G06Q10/06395 (CN) 
G06Q10/0833 (CN) 
G06Q30/018 (CN)";"2019-08-16 
2022-09-20";"2019-08-16";"067568720";
"83";"Circulating packaging state monitoring and tracing method based on RFID";"LIU ZHENNING 
LIU HONG";"SHOUMA INFORMATION TECH BEIJING CO LTD";"CN121391286A";"2025-09-30";"G06F18/2433 
G06F18/25 
G06K17/00 
G06Q30/018";"";"2026-01-23";"2026-01-23";"098468588";
"84";"Hidden traceability tracking device";"TIAN CHUAN 
YIN ZUWEI 
LI XIN";"BEIJING HC INNOVATION TECH CO LTD";"CN209859164U";"2019-06-03";"G06K17/00";"";"2019-12-27";"2019-12-27";"068942042";
"85";"Waste household appliance recycling carbon reduction benefit quantitative evaluation method";"ZHAI MENGYU 
WU YUFENG 
HAN HONGGUI 
DU YONGPING";"UNIV BEIJING TECHNOLOGY";"CN120875857A";"2025-07-17";"G06Q10/0639 
G06Q10/30 
G06Q30/018";"G06Q10/06395 (CN) 
G06Q10/30 (CN) 
G06Q30/018 (CN)";"2025-10-31";"2025-10-31";"097453587";
"86";"Intelligent recycling and crushing equipment based on multi-material identification";"XU HAORUI 
BO HUAIDONG";"XU HAORUI";"CN120079485A";"2025-04-25";"B02C18/14 
B02C18/16 
B02C18/22 
B07C5/34 
B07C5/36";"B02C18/14 (CN) 
B02C18/16 (CN) 
B02C18/2216 (CN) 
B07C5/34 (CN) 
B07C5/362 (CN) 
B02C2201/06 (CN)";"2025-06-03";"2025-06-03";"095849115";
"87";"MEDICAL WASTE TRACEABILITY SYSTEM";"YAMAGUCHI SHOZO";"OZU KK";"JP2007034558A";"2005-07-26";"G06K17/00 
G06K19/00 
G06K19/07 
G06K7/00 
G06Q50/00 
G06Q50/10 
G06Q50/22";"";"2007-02-08";"2007-02-08";"037793769";
"88";"Agricultural product information traceability system and method based on NFC and block chain";"YANG XIANFENG 
ZHU XIPING 
CHEN HUIFEN 
LIANG LIN 
LI JIE 
LYU YUANYUAN";"UNIV SOUTHWEST PETROLEUM";"CN113077268A 
CN113077268B";"2021-04-02";"H04L29/06 
H04M1/725 
G06Q30/00 
G06Q50/02 
H04L9/08 
H04W4/80 
H04L9/40 
H04M1/72403 
H04M1/72406 
H04M1/72412";"G06Q30/0185 (CN) 
G06Q50/02 (CN) 
H04L63/067 (CN) 
H04L63/08 (CN) 
H04L9/0819 (CN) 
H04W4/80 (CN) 
H04L9/50 (CN)";"2021-07-06 
2022-09-09";"2021-07-06";"076615047";
"89";"Intelligent garbage classification system";"LU HAO 
WU JIANG 
ZHAN AO 
WU CHENGYU 
ZHANG YAN";"UNIV ZHEJIANG SCIENCE & TECH";"CN113998338A";"2021-11-23";"B65B69/00 
B65F1/00 
B65F1/14";"B65B69/0008 (CN) 
B65F1/0033 (CN) 
B65F1/14 (CN) 
B65F1/1405 (CN) 
B65F2210/12 (CN) 
B65F2210/128 (CN) 
B65F2210/129 (CN) 
B65F2210/137 (CN) 
B65F2210/138 (CN) 
B65F2210/162 (CN) 
B65F2210/165 (CN) 
B65F2210/169 (CN) 
B65F2210/176 (CN) 
B65F2210/20 (CN) 
Y02W30/10 (EP)";"2022-02-01";"2022-02-01";"079929958";
"90";"一种基于计算机视觉的智能回收环保监测系统及方法";"";"";"CN121982540A";"2026-01-28";"G06Q10/0639 
G06Q10/30 
G06V10/12 
G06V10/20 
G06V10/25 
G06V10/30 
G06V10/44 
G06V10/56 
G06V10/764 
G06V10/77 
G06V10/82 
G06V20/10 
G06V20/52 
G06V20/60";"";"2026-05-05";"2026-05-05";"099606998";
"91";"Plastic waste detection method, device and equipment and storage medium";"BAO DONGDONG 
WU YANG 
SUN WEIMIN 
LE LE 
PENG YAN 
TANG YILONG 
ZHANG TONGQING 
YANG XIAOBO 
CHEN HAIJIE";"SHENZHEN LUHUAN RESOURCES RECYCLING DEV LTD";"CN119810426A 
CN119810426B";"2025-03-11";"G06N3/08 
G06N3/096 
G06V10/25 
G06V10/26 
G06V10/30 
G06V10/82";"";"2025-04-11 
2025-07-22";"2025-04-11";"095265031";
"92";"Classification ball household garbage treatment system and method";"SONG XIN";"BEIJING SHUIJIE TECH CO LTD";"CN106890843A";"2017-03-20";"B09B3/00";"B09B3/20 (CN) 
B09B3/80 (CN)";"2017-06-27";"2017-06-27";"059192521";
"93";"Recycling control method and device for reusable container";"LI JUNMIAN 
ZHOU HUSHUN 
LI ZEYU 
LI LAIYI";"HAINAN LAIGEWAN NETWORK TECH CO LTD";"CN110660008A";"2019-09-12";"G06K17/00 
G06K9/62 
G06Q30/02 
G06Q50/26";"G06F18/22 (CN) 
G06K17/0022 (CN) 
G06Q30/0207 (CN) 
G06Q50/26 (CN)";"2020-01-07";"2020-01-07";"069038146";
"94";"Intelligent garbage sorting and recycling machine delivery and recycling flow";"TANG JUN 
ZHANG LIN 
SONG YIBIAO 
LI ZHIQUAN 
HUANG GUIMIN 
TANG YONGZHAO 
TU ZHIQIANG";"XIAOHUANGGOU ENVIRONMENTAL PROTECTION TECH CO LTD";"CN109658589A";"2018-12-11";"G07F7/06 
G07G1/00";"G07F7/06 (CN) 
G07G1/0045 (CN) 
Y02W30/60 (EP) 
Y02W30/62 (EP)";"2019-04-19";"2019-04-19";"066112950";
"95";"Traceability capsule with controlled disintegration (Machine-translation by Google Translate, not legally binding)";"LOPEZ-POZAS LANUZA LUIS ENRIQUE [ES]";"LOPEZ POZAS LANUZA LUIS ENRIQUE [ES]";"ES2896848A1";"2020-08-25";"A01K11/00 
A01K35/00 
C08L101/16 
G09F3/00";"A01K11/00 (ES) 
A01K35/00 (ES) 
C08L101/16 (ES) 
G09F3/00 (ES)";"2022-02-25";"2022-02-25";"080351252";
"96";"Méthode de recyclage de papier";"CRAIG ANDREW IAN [GB]";"OFFICE2OFFICE PLC [GB]";"EP2447413A1 
EP2447413B1";"2010-10-26";"D21B1/32";"D21B1/32 (EP) 
D21C5/02 (GB) 
Y02W30/64 (EP)";"2012-05-02 
2013-04-17";"2012-05-02";"043365528";
"97";"METHOD AND DEVICE FOR TRACEABILITY MARKING AND PACKAGING LINE PROVIDED WITH TRACEABILITY MARKING DEVICE";"SCHARFENORT PER [SE] 
JOHANSSON HANS [SE] 
BERGHOLTZ LARS [SE] 
SICKERT LARS [SE] 
BENEDETTI PAOLO [IT] 
WIENER GUIDO [SE]";"TETRA LAVAL HOLDINGS & FINANCE [CH] 
SCHARFENORT PER [SE] 
JOHANSSON HANS ARNE VALENTIN [SE] 
BERGHOLTZ LARS [SE] 
SICKERT LARS [SE] 
BENEDETTI PAOLO [IT] 
WIENER GUIDO [SE]";"US2011204137A1 
US8579204B2";"2008-10-09";"G06F17/00 
B65B61/00 
B65B61/26 
G06K19/00 
G06K19/06";"B32B15/12 (EP,US) 
B32B15/20 (EP,US) 
B32B27/10 (EP,US) 
B32B27/32 (EP,US) 
B32B29/002 (EP,US) 
B65B41/18 (SE) 
B65B61/025 (EP,SE,US) 
B65D65/40 (US) 
B32B2255/12 (EP,US) 
B32B2255/26 (EP,US) 
B32B2439/00 (EP,US) 
B32B2553/00 (EP,US)";"2011-08-25 
2013-11-12";"2010-04-10";"042100783";
"98";"Environment-friendly cyclic processing and recycling method of glass fibers and mobile phone back shell formed by glass fibers";"HOU JUNMIN 
SONG ZHANYI 
CHEN CHUANGWEI";"DONGGUAN HUACAI OPTICAL TECH CO LTD";"CN121590122A";"2025-11-26";"B29D99/00 
B32B17/02 
B32B17/06 
B32B33/00 
B32B37/06 
B32B37/10 
B32B37/24 
B32B38/18 
H04M1/02";"B29D99/006 (CN) 
B32B33/00 (CN) 
B32B37/06 (CN) 
B32B37/10 (CN) 
B32B37/24 (CN) 
B32B38/1841 (CN) 
B32B5/02 (CN) 
H04M1/0203 (CN) 
B32B2037/243 (CN) 
B32B2262/101 (CN) 
Y02W30/62 (EP)";"2026-03-03";"2026-03-03";"098879937";
"99";"Plastic pipe bending tester and method thereof";"ZHAO YANJIE 
YIN XINYU 
SONG JIANMEI 
HU ZONGYI 
YANG ZHEN 
XU XIHONG 
WANG LIANG";"SHANDONG LUYU PLASTIC CO LTD";"CN121702916A";"2026-01-19";"B08B15/04 
B29C53/08 
B29C53/80 
B29C53/84 
G01M3/28 
G01N3/02 
G01N3/04 
G01N3/20";"";"2026-03-20";"2026-03-20";"099069737";
"100";"Low-carbon circular applied material traceability certification system";"LIN XUAN-LONG [TW]";"CARBON RECYCLE APPLIED MATERIALS CO LTD [TW]";"TWM672582U";"2025-01-14";"G06Q10/30 
G06Q50/04";"";"2025-07-11";"2025-07-11";"097226924";
"101";"SYSTÈME DE GESTION D'IDENTIFICATION ET PROCÉDÉ DE GESTION D'IDENTIFICATION";"MORI SHUNSUKE [JP] 
NOMURA KOUTAROU [JP] 
SUKEGUCHI SATOSHI [JP] 
KURATA SAYAKA [JP] 
SUZUKI HIROYUKI [JP] 
NAKATSUCHI HIROKI [JP]";"HITACHI LTD [JP]";"EP4564279A1";"2022-07-27";"C08J11/04 
G06K19/08 
G06K7/14 
G06Q50/10";"G06K19/02 (EP) 
G06K19/06046 (EP) 
G06K7/1408 (EP) 
G06Q10/063 (EP) 
G06Q10/0875 (EP) 
G06Q10/30 (EP) 
G06Q30/018 (EP) 
G06Q50/04 (EP) 
G06V10/225 (EP) 
G06V20/80 (EP) 
G09C5/00 (EP) 
H04L9/3278 (EP) 
G06K19/06084 (EP) 
G06K19/06159 (EP) 
G06Q2220/00 (EP) 
Y02P90/30 (EP)";"2025-06-04";"2024-02-01";"089706106";
"102";"Textile recovering system";"MORTEN BALLE [DK] 
RIKKE BØDKER BECH [DK] 
HENRIK LAU LARSEN [DK] 
ANDREAS LEHMANN ENEVOLDSEN [DK] 
MORTEN LINDGAARD [DK]";"UNIVERSAL TEXTILE SORTING APS [DK]";"DK202430407A1";"2024-07-11";"B07C5/00";"B07C5/00 (DK) 
B07C5/342 (EP) 
B07C5/36 (EP)";"2026-01-30";"2026-01-15";"096500223";
"103";"Intelligent economical traceability machine for solid-liquid separation of food residues";"YANG ZHENWEI 
YANG FUMING";"ZHEJIANG ZHIXIANG TECH CO LTD";"CN112200939A";"2020-09-15";"B01D36/00 
G07C9/00";"B01D36/003 (CN) 
G07C9/00 (CN)";"2021-01-08";"2021-01-08";"074015130";
"104";"Anti-counterfeiting plastic lead seal with display screen";"ZHANG HONGWEI 
ZHAO SHAOHUA 
ZHAO WEI";"XIAN BAOLAITE OPTOELECTRONICS CO LTD";"CN212906834U";"2020-08-11";"G09F3/03 
G09F9/00";"";"2021-04-06";"2021-04-06";"075242827";
"105";"Reusable recycling bag";"YANG YONGYIN";"CHENGDU AOBAG ENVIROMENTAL PROTECTION TECH CO LTD";"CN215206221U";"2021-06-07";"B65D33/00 
B65D33/06";"Y02W30/80 (EP)";"2021-12-17";"2021-12-17";"079423945";
"106";"Recovery plastic bottle identification system";"CAO WEIDONG 
XU YANFENG";"TAICHU HUANSU TECH ZHEJIANG CO LTD";"CN114034646A";"2021-10-25";"G01N21/25 
G01N21/64 
G01N21/90 
G06K17/00";"G01N21/25 (CN) 
G01N21/64 (CN) 
G01N21/90 (CN) 
G06K17/0025 (CN)";"2022-02-11";"2022-02-11";"080141903";
"107";"Intelligent economical traceability machine for solid-liquid separation of food residues";"YANG ZHENWEI 
YANG FUMING";"ZHEJIANG ZHIXIANG TECH CO LTD";"CN214042392U";"2020-09-15";"B01D36/00 
G07C9/00";"";"2021-08-24";"2021-08-24";"077351231";
"108";"Automatic detecting and sorting system for thread protector";"ZHAO GUOMIN 
QIAO SHICHAO 
BIAN WEIWEI 
KONG FANGANG 
HE YUECHAO 
ZHANG DEZHUANG";"WUXI RED LEAF PLASTIC STEEL PRODUCTS CO LTD";"CN120920378A";"2025-10-09";"B07C5/10 
B07C5/34 
B07C5/342";"B07C5/10 (CN) 
B07C5/34 (CN) 
B07C5/342 (CN)";"2025-11-11";"2025-11-11";"097596519";
"109";"Parcel lamp recovery system";"CHEN XIANG";"GUANGZHOU ZHONGQIAO HUIYI INFORMATION TECH CO LTD";"CN120903140A";"2025-08-27";"B65F1/00 
B65F1/14 
G06V40/16";"B65F1/00 (CN) 
B65F1/1484 (CN) 
G06V40/161 (CN) 
B65F2210/128 (CN) 
B65F2210/138 (CN)";"2025-11-07";"2025-11-07";"097547720";
"110";"Plastic product regeneration cycle carbon footprint tracking method and device";"ZHANG QIFENG 
CHEN CHEN 
YIN ZIQI 
LI JINPEI 
WANG RUIXIN 
NIU GUOPING 
XIAO HAIFENG 
ZHOU HONGGUANG 
MENG YI 
HUANG JINGJING";"BEIJING HUANENG CHANGJIANG ENVIRONMENTAL PROTECTION TECH RESEARCH INSTITUTE CO LTD 
XIAN TPRI BOILER ENVIRONMENTAL PROT ENG CO LTD";"CN120258312A";"2025-03-27";"G01D21/02 
G06Q10/063 
G06Q50/04 
G06Q50/26";"G01D21/02 (CN) 
G06Q10/063 (CN) 
G06Q50/04 (CN) 
G06Q50/26 (CN)";"2025-07-04";"2025-07-04";"096196181";
"111";"Novel indoor classified collection, storage and transfer method for harmful garbage in household garbage";"YI BO 
ZHANG XIAOMING";"SICHUAN 9HELLO TECH CO LTD";"CN111311170A";"2019-11-19";"G06K17/00 
G06Q10/10 
G06Q50/26";"G06K17/0025 (CN) 
G06Q10/103 (CN) 
G06Q50/26 (CN)";"2020-06-19";"2020-06-19";"071146588";
"112";"RECYCLED PLASTIC FILM, USE OF PLASTIC FILM AS RECYCLED RAW MATERIAL, PLASTIC FILM FOR RECYCLED RAW MATERIAL, AND METHOD FOR PRODUCING RECYCLED PLASTIC FILM";"KURODA KIYONORI 
HIRAKI TOSHIHIRO 
TADA KAZUNOBU";"MITSUBISHI CHEM CORP";"JP2023041656A";"2021-09-13";"B29C55/02 
C08J5/18";"Y02W30/62 (EP)";"2023-03-24";"2023-03-24";"085641712";
"113";"Unattended fresh food cold chain system based on central kitchen";"BAO GUOZHONG 
ZHOU ZHENGLAI";"QINHUANGDAO JIAJIA ENERGY CO LTD";"CN120031469A";"2025-01-28";"G06Q10/047 
G06Q10/0832";"G06Q10/047 (CN) 
G06Q10/0832 (CN)";"2025-05-23";"2025-05-23";"095734093";
"114";"Marine plastic treatment method and marine plastic treatment system based on block chain";"LIAO CHANG 
ZHOU YIFAN 
MAO XIANHUA";"ZHEJIANG LANJING TECH CO LTD";"CN121903759A";"2025-12-30";"G06F16/23 
G06F16/27 
G06F21/64 
G06Q10/087 
G06Q30/018 
G06Q40/04 
G06Q50/26 
H04L67/1095 
H04L67/1097 
H04L9/00 
H04L9/40";"G06F16/2379 (CN) 
G06F16/27 (CN) 
G06F21/64 (CN) 
G06Q10/0877 (CN) 
G06Q30/018 (CN) 
G06Q40/048 (CN) 
G06Q40/049 (CN) 
G06Q50/26 (CN) 
H04L63/123 (CN) 
H04L67/1095 (CN) 
H04L67/1097 (CN) 
H04L9/40 (CN) 
H04L9/50 (CN)";"2026-04-21";"2026-04-21";"099455653";
"115";"Anti-fake bottle cap with digital identity label and anti-recycling function";"MEI YUANBIN 
WEI XIANG 
YAN JIALONG";"GUIZHOU ZHAOXIN DIGITAL TECH CO LTD";"CN116692238A";"2023-07-14";"B65D49/00 
B65D51/18 
B65D51/24";"B65D49/00 (CN) 
B65D51/18 (CN) 
B65D51/245 (CN) 
Y02W30/80 (EP)";"2023-09-05";"2023-09-05";"087841632";
"116";"CARTRIDGE FOR RECYCLING MEDICAL WASTE, WASTE CONTAINER AND METHOD FOR COMPACTING AND STERILISING SAID WASTE";"DUENAS SANCHEZ SILVERIO [ES]";"SARAITO S L [ES]";"KR20140070499A";"2011-10-28";"A61B19/00 
A61L11/00 
A61L2/07 
B09B3/00";"A61B50/362 (KR) 
A61L11/00 (KR) 
A61L2/07 (KR) 
B09B3/0075 (KR)";"2014-06-10";"2014-06-10";"051135348";
