PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
P	CAMUS M; DOUBLET P; MARLIN P								Band shaped patch/foil forming security structure            for e.g. credit card, has electronic device carried by            support, and security and decorative element visible to            naked eye for forming design, where element totally            masks electronic device																																		12							ENGINEERING ELECTRICAL ELECTRONIC; COMPUTER SCIENCE HARDWARE ARCHITECTURE; ELECTROCHEMISTRY; POLYMER SCIENCE; INSTRUMENTS INSTRUMENTATION	DIIDW:2008B85532		
P	GREUTERT F; ANTHOINE B								Pharmaceutical article marking method for e.g.            prefilled syringe includes marking the prefilled            syringe with an ink that is invisible under normal            light conditions and that is visible under ultra-violet            light																																		2							MEDICINE GENERAL INTERNAL; INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE; PHARMACOLOGY PHARMACY	DIIDW:2008A77663		
P	BOURRIERES F; KAISER C								Bottle e.g. white wine bottle, container e.g. cheese container, package e.g. blister type package, or object traceability providing method for e.g. wine field, involves using two types of secured labels in upstream and downstream cycles																																		1							INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE	DIIDW:2007711246		
P	HENRY G A								Pilfering monitoring and tracing device for merchandise e.g. watch, package, has control device formed of micro-programmed system with inlet detecting pilfering of container to time stamp pilfering moment																																		2							POLYMER SCIENCE; COMPUTER SCIENCE HARDWARE ARCHITECTURE; ENGINEERING ELECTRICAL ELECTRONIC	DIIDW:2007777467		
P	LAUNAY F; VENAMBRE J; LIMELETTE Y; BARBOTIN A								Smart card e.g. contactless tag, for e.g. banking            application, has embossing area situated outside one            coil and inside another coil of antenna, and insulating            glue deposited on flexible film																																		0							ENGINEERING ELECTRICAL ELECTRONIC; POLYMER SCIENCE; ELECTROCHEMISTRY; INSTRUMENTS INSTRUMENTATION; COMPUTER SCIENCE HARDWARE ARCHITECTURE; TELECOMMUNICATIONS	DIIDW:2007560978		
P	VALVERDE A; CASADO E								Thermal printing ribbon feed cassette for            intermittent or continuous printing system, has spring            forming unit with magnets which are brought together by            application of tension on ribbon, where one magnet is            attached to mobile cylinder																																		2							ENGINEERING ELECTRICAL ELECTRONIC; POLYMER SCIENCE; COMPUTER SCIENCE HARDWARE ARCHITECTURE; INSTRUMENTS INSTRUMENTATION; ENGINEERING MULTIDISCIPLINARY; PHARMACOLOGY PHARMACY	DIIDW:2007485276		
P	THOMAS M L								Palette device for maintaining vine shoot, has three support points with oval shape centralizing guide wire and shoot, and elastic arm for manipulation of shoot, where device is manufactured in degradable plastic material																																		0							POLYMER SCIENCE; ENGINEERING MECHANICAL; AGRICULTURE MULTIDISCIPLINARY; INSTRUMENTS INSTRUMENTATION	DIIDW:2007142353		
P	BALLIF J; BUI N C								Passive transponder for, e.g., identification card, has electronic circuit comprising two contact pads and connected to flat annular coil, where circuit is disposed on thickness of flat annular coil																																		0							ENGINEERING ELECTRICAL ELECTRONIC; TELECOMMUNICATIONS; INSTRUMENTS INSTRUMENTATION; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:2007162117		
P	MALOISEL S								Package for tray type individual container, has            transversal and longitudinal walls, extended by            reinforcing ribs, on which rectangular openings are            formed, where package is totally covered by plastic            film																																		0							ENGINEERING MECHANICAL; INSTRUMENTS INSTRUMENTATION	DIIDW:2006710702		
P	DESPREZ O; CAILLON C; MIETTE E; METTE E								Postal item e.g. letter, treating method for            sorting machine, has performing optical character            recognition of address from item`s digital image, and            searching similarity between item`s digital prints in            exploration space during sorting pass																																		24							INSTRUMENTS INSTRUMENTATION; AUTOMATION CONTROL SYSTEMS; ENGINEERING ELECTRICAL ELECTRONIC	DIIDW:2006588087		
P									Radio frequency identification (RFID) antenna manufacturing method, by masking parts of coating corresponding to antenna, and removing non-masked parts through etching and rinsing operation																																		0							ENGINEERING ELECTRICAL ELECTRONIC; TELECOMMUNICATIONS; INSTRUMENTS INSTRUMENTATION	DIIDW:2006534894		
P	BELLON J M; REY A								Linear unit e.g. strip, for electric fence, has wires partially integrated within support to form structural unit for defining repulsive zones in staggered rows, where support is made up of mixture of high and low density polyethylene																																		0							ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; AGRICULTURE DAIRY ANIMAL SCIENCE; ENERGY FUELS	DIIDW:2006256064		
P	ETIENNE H S S; MARTINEZ P								Insulated outer container for transporting            unstable blood products comprises foam-lined case with            inner recesses for pouches and temperature            controller																																		5							POLYMER SCIENCE; INSTRUMENTS INSTRUMENTATION; ENGINEERING MECHANICAL; MEDICINE GENERAL INTERNAL	DIIDW:2004555450		
P	ESPUNA SOLER X; ESPUNA S X								Sequentially marked sheets for insertion between food slices, comprises sheet strip,, cut into separating sheets for insertion between two slices of sliced food product and with marks with pre-established sequence distributed uniformly																																		5							ENGINEERING MECHANICAL; INSTRUMENTS INSTRUMENTATION	DIIDW:2003405881		
P									Photographic film cartridge production management method involves printing identification number containing production time and date on surfaces of film cartridge and plastic case																																		0							INSTRUMENTS INSTRUMENTATION; METALLURGY METALLURGICAL ENGINEERING; ENGINEERING MECHANICAL; IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY; ENGINEERING MULTIDISCIPLINARY	DIIDW:2003358275		
P	COULSON S E								Metallic article investment casting method e.g.            for gas turbine engine blade, involves providing relief            pattern comprising three-dimensional bar code on            fugitive pattern of article to be casted																																		27							ENGINEERING MECHANICAL; INSTRUMENTS INSTRUMENTATION; ENGINEERING ELECTRICAL ELECTRONIC; ENERGY FUELS	DIIDW:2002749895		
P	MASER F; TUERK O								Removable edible label for labelling food            products, is free of adhesive layer, and has preset            swelling rate in water and pH value and can be stuck to            food product throughout slaughtering until            packaging																																		2							POLYMER SCIENCE; ENGINEERING MULTIDISCIPLINARY; FOOD SCIENCE TECHNOLOGY; INSTRUMENTS INSTRUMENTATION; CHEMISTRY APPLIED	DIIDW:2002548178		
P	BOUTHIAUX C								Secure authentication of high value wine bottles            and batches of wine bottles using complex plastic film            labels that do not deteriorate with time, cannot be            removed without damage and have authentication            markings																																		2							ENGINEERING ELECTRICAL ELECTRONIC; COMPUTER SCIENCE HARDWARE ARCHITECTURE; INSTRUMENTS INSTRUMENTATION	DIIDW:2002490395		
P	FRESNEL E								Packaging element, such as shrink film, with a            hidden printed marking that is difficult to locate and            can be used to provide product traceability and help            reduce fraudulent re-direction of products																																		9							ENGINEERING MULTIDISCIPLINARY; INSTRUMENTS INSTRUMENTATION	DIIDW:2001202644		
P	BARA N								Biological analysis system guaranteeing positive            sample identification and appropriate processing,            comprises the use of microtitration plate with embedded            transmitter																																		11							COMPUTER SCIENCE HARDWARE ARCHITECTURE; MEDICINE GENERAL INTERNAL; ENGINEERING CHEMICAL; BIOTECHNOLOGY APPLIED MICROBIOLOGY; CHEMISTRY APPLIED; INSTRUMENTS INSTRUMENTATION; ENGINEERING ELECTRICAL ELECTRONIC; PHARMACOLOGY PHARMACY	DIIDW:2000423266		
P	MAGUIRE S B; MAGUIRE P S								Blending plastic granules with colour and            additives for processing is carried out using remotely            generated machine readable media to control weighing            and blending, avoiding subjectivity and improving            traceability in feeding back requirements from product            measurements to blending process																																		54							INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC; AUTOMATION CONTROL SYSTEMS; ENGINEERING MULTIDISCIPLINARY	DIIDW:1999034781		
P									Additive for material and recycling control added in precise concentration doses to tag batch lots of material as auto industry reclaim.																																		0							POLYMER SCIENCE	DIIDW:1994197816		
